inicio,depto,mpio,nombre,actor,tipo_actor,descripcion,convivencias,C_resistencia,C_transformacion,C_gestion_pacifica,C_21,C_22,C_23,C_24,C_31,C_32,C_33,C_34,C_35,C_41,C_42,C_43,categoria
999,CUNDINAMARCA, Soacha,"Centro de Memoria, Paz y
Reconciliación","Alta Consejería para las Víctimas
de la Alcaldía Mayor de Bogotá",14== Ejecutivo municipal,"El Centro de Memoria Paz y Reconciliación es un espacio que promueve, de la mano con la ciudadanía y las
organizaciones sociales y de víctimas, la reconstrucción de la memoria histórica, individual y colectiva, de la
violencia política y de las luchas sociales en Colombia, analizando sus causas y consecuencias, como herramienta
para la construcción de la paz, la democracia y la plena vigencia de los derechos humanos.
Es un espacio de impulso a procesos archivisticos, artísticos, culturales, educativos y de construcción de la
memoria histórica que hace parte de la Alta Consejería para las Víctimas de la Alcaldía Mayor de Bogotá D.C.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,VALLE DEL CAUCA,Cali,"Círculos de memoria: recordando
nuestras luchas… tejiendo
organización. Propuesta de memoria
histórica para las víctimas de los
sectores sociales LGBTI en el marco del
conflicto armado colombiano.","Colectiva transpopulares, por
cuerpos libres",42== Organizaciones por la paz,"La propuesta consiste en trabajar círculos de memoria con víctimas de los sectores LGBTI en dos regiones
(Cundinamarca y Valle del Cauca). En cada región se trabajará con 25 personas y se realizarán seis círculos por
un tiempo de tres meses. En total se contará con 50 personas participantes y un tiempo de seis meses. Éstos, se
llevarán a cabo cada 15 días. Con este ejercicio se busca, a partir del reconocimiento de quienes son y del
recordar su lucha, construir esperanzas colectivas para tejer redes y alianzas que generen procesos organizativos
que alimenten la esperanza para continuar la vida, exigir los derechos, la verdad, la justicia, la reparación y
garantías de no repetición. En el primer círculo, trabajarán sobre el reconocimiento de las víctimas; en el segundo,
sobre las luchas individuales y colectivas; en el tercer círculo, realizarán muros de memoria y rituales de vida,
desde donde identifiquen escenarios de acción; en el cuarto, trabajarán con esperanzas colectivas; en el quinto
abordaran los procesos organizativos y en el sexto y último círculo, realizaran actividad de cierre.",32== Derecho a la autodeterminación de los pueblos (incluyendo minorías étnicas y culturales),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Medellín,Colchas de la pasión,Corporación El Solar,42== Organizaciones por la paz,"Las colchas de la pasión fueron una estrategia de la corporación El Solar para registrar hechos de violaciones a
Derechos Humanos contra las personas LGBTI. Lo que hacían era realizar encuentros donde las personas tejían
retazos que luego serían unidos para formar colchas, siguiendo la tradición antioqueña de las colchas de retazos.
Se llamaban colchas de la pasión pues uno de los asuntos que pretendía denunciar El Solar es que los homicidios
de las personas LGBT siempre se hacían pasar como crímenes pasionales, por lo cual se invisibilizaban las
violencias que estaban detrás y que en ocasiones se asociban al conflicto armado. Se realizarón alrededor de 6
colchas, una por año, que representaban además un color del arcoiris. Hoy las colchas están perdidas; sin
embargo, hay intenciones por parte de El Solar de volver a realizarlas.",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,SUCRE,Morroa,Colgando la memoria,"Hijos por la identidad, la justicia,
contra el olvido y el silencio,
H.I.J.O.S.",42== Organizaciones por la paz,"Es una exposición de fotografías, resultado de un proceso de investigación, en donde a partir de visitas a
municipios se recoge información en una ficha técnica con la que se alimenta una base de datos que recolecta
información personal de víctimas asesinadas, se pregunta sobre su rol dentro de la comunidad, sus liderazgos y
sus fotos (si existen).
Luego de hacer jornadas de recolección de datos de las víctimas y alimentar esta base de datos, se seleccionan
las fotografías, se intervienen (mediante restauración, arreglos de color) y, en un proceso de montaje artístico, se
exhiben, por lo general en espacio público. La exposición va siempre acompañada de un/una guía quien cuenta el
por qué la exposición y pide a los/las asistentes que intervengan escribiendo qué impresión les genera la
fotografía. Esta actividad por lo general esta antecedida por un foro con temas relacionados a víctimas, formas de
participación, derechos humanos, paz.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Transformaciones para la paz
999,CALDAS,999,"Comisión de la Verdad REINICIAR
Nacional - Casos emblemáticos
Gildardo Castaño, Ruben Castaño y
Luis Alberto Mejía",REINICIAR-MOVICE,40== ONG ,"Recolección de entrevistas a familiares de lideres importantes asesinados en el proceso de exterminio de la UP en
el Departamento de Caldas y los dos casos serán presentados para la Comisión de la Verdad Unión Patriótica
impulsada por REINICIAR","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,NACIONAL,999,"Comisión de verdad ambiental -
Esclarecimiento histórico con enfoque
ambiental","CENSAT Agua Viva - Amigos de la
Tierra Colombia / Movimiento Ríos
Vivos",40== ONG ,"El proceso de intento de superación del conflicto armado que se vive en Colombia, con los acuerdos alcanzados
con las Fuerzas Armadas Revolucionarias de Colombia -FARC-, y la instalación de la fase pública de
negociaciones con el Ejército de Liberación Nacional -ELN, ha conllevado la reflexión de diversos sectores de la
sociedad sobre las condiciones necesarias para la construcción de una paz estable en el país.
Uno de los aspectos que ha llamado la atención tanto de las comunidades urbanas como rurales, a las
organizaciones sociales, procesos y movimientos es la cuestión ambiental. Ésta se ha convertido en un ámbito de
reflexión de primera línea, en tanto las disputas que se han generado históricamente, algunas de ellas derivando
en el conflicto armado interno, obedecen a la confrontación por los bienes comunes y a su control estratégico para
la acumulación de poder y de capital.
Sin embargo, la reflexión no se orienta únicamente a qué ha significado la disputa por los bienes comunes -o la
naturaleza en su conjunto- en el pasado mediano y reciente, también existen inquietudes sobre el presente
ambiental y hacia el futuro, en el ámbito de las negociaciones con las FARC y el ELN, y también en lo que se
denomina posacuerdo, para el que ya se han escuchado consideraciones ambientales para la construcción de paz,
desde organismos multilaterales como la ONU, con marcados enfoques de economía verde, por ejemplo.
Propuestas en clave de directriz que han permeado incluso el Plan Nacional de Desarrollo del país bajo figuras
como el crecimiento verde, que profundizan los fenómenos de privatización, mercantilización y financiarización a
través de instrumentos de mercado para la gestión territorial y la entrega de la institucionalidad ambiental a la
gobernanza corporativa.
De otra parte, organizaciones y procesos del ambientalismo y de los pueblos organizados para la defensa territorial
han llamado la atención sobre la necesidad imperante de ahondar en la cuestión ambiental como punto de partida
hacia la producción de una propuesta de país incluyente, digna, solidaria y en consonancia con las realidades
territoriales.
Específicamente, como conjunto de organizaciones y procesos en articulación política del campo popular, hemos
dinamizado la propuesta de reconstrucción de la memoria ambiental para el esclarecimiento de verdad frente a los
conflictos socioambientales generados en el marco de la confrontación armada y como resultado de la aplicación
del modelo de desarrollo. En este proceso, se ha logrado dilucidar y retrotraer la importancia del reconocimiento de
la naturaleza como víctima del conflicto armado, en tanto escenario y botín de guerra. Se ha valorado la necesidad
de trabajar desde los procesos territoriales en torno a la memoria ambiental, desde una perspectiva de inclusión
plural de los sujetos populares, como condición necesaria para el esclarecimiento de verdad. Búsquedas y
exploraciones proyectadas siempre con la pretensión de aportar en la posibilidad de reparación integral de las
víctimas de la guerra, y restauración de la naturaleza en tanto medio de subsistencia y posibilidad para la creación
y permanencia territorial de los pueblos, materializando a su vez la garantía de no repetición de los
acontecimientos y causas de los conflictos históricos que atentan contra la dignidad de la vida.",26== Derecho a un nivel de vida adecuado para la salud y el bienestar,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Transformaciones para la paz
999,META,El Castillo,Compañía de Teatro El Tente,Movice capítulo Meta,40== ONG ,"El Tente es una compañía de Teatro constituida por víctimas del conflicto, principalmente víctimas de crímenes de
Estado y puntualmente de desaparición forzada, quienes impulsan, entre otras, una obra de Teatro, denominada
La ausencia de nuestros seres queridos, en torno a la búsqueda de sus familiares. Se trata de una herramienta
para dar visibilidad a las víctimas de este delito y que la sociedad sepa de la magnitud del mismo. De la misma
forma sirve para impulsar la escuela de formación en derechos del Movimiento de Víctimas de Crímenes de
Estado, MOVICE, como herramienta para cada víctima participante en el camino de manejo de su duelo, así como
de apoyo entre ellas para la recuperación emocional, al tiempo que se constituye en un espacio que logra
involucrar al resto de la comunidad sobre lo que sienten las víctimas y sobre el contexto de la violencia.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Resistencias no violentas
999,BOYACA,Sogamoso,"Comunidad de familiares de La
Sarna","Comunidad de familiares de La
Sarna",43== Víctimas de la violencia y familiares,"Esta conmemoración la vienen realizado hace 15 años los familiares y víctimas de la masacre, sin contar con el
apoyo de entidades estatales y/o instituciones. Se realiza anualmente un homenaje a las víctimas de la masacre
llevada a cabo por paramilitares de las Autodefensas Campesinas del Casanare, el 1º de diciembre de 2001.
Realizan diferentes acciones por parte de los familiares y víctimas con el apoyo de la iglesia; año a año vienen
desarrollando la conmemoración del evento, con actividades como: Peregrinaciones, Siembras de árboles. Han
adornado igualmente con pequeños símbolos de memoria dejados en el sitio, relacionados con banderas y con
fotos de las víctimas. Este año van a contar con una actividad coordinada por parte de las administraciones
municipales de la Provincia de La Libertad: Pisba, Paya y Labranzagrande.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,TOLIMA,Planadas,Comunidad Indígena Nassa Wes´x,Comunidad Indígena Nassa Wes´x,39== Desmovilizados de la guerrilla,"Encuentro anual con actos simbólicos para recordar la firma del Acuerdo de Paz y las victimas de la Guerra entre
esta comunidad y las FARC.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,PUTUMAYO, Puerto Caicedo,Consejos comunitarios Raíces Ancestrales para el progreso y Villa del Río,Consejos comunitarios Raíces Ancestrales para el progreso y Villa del Río,50== Afrocolombianos," El Consejo Comunitario es el resultado de un proceso de gestión y de legalización de la propiedad colectiva de la vereda Villa del Río en Puerto Caicedo, Putumayo. Según la entrevistada, promover en reuniones con tambor y marimba, así como incentivar al danza y las costumbres afro, las mingas y el trabajo. ",28== Derecho a participar en la vida cultural de la comunidad,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Resistencias no violentas
999,PUTUMAYO,PUERTO ASÍS,Consejos comunitarios Raíces Ancestrales para el progreso y Villa del Río,Comunidad Verda Villa del Río,49== Indígenas,"Se realiza la conformación del Consejo Comunitario, una vez que la población se dio cuenta que se encontraba olvidada por el Estado. La idea surgió de la hermana de un profesor del colegio de la vereda, la cual hoy es la representante legal del Consejo Comunitario.",16== Derecho a la propiedad ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,999,"Construcción de agendas y propuestas
para superar el fenómeno de la
violencia antisindical y la construcción
de la reparación colectiva con
organizaciones sindicales.","Corporación Escuela Nacional
Sindical",41== Organizaciones sindicales,"Las organizaciones sindicales y las víctimas han construido la memoria histórica de la violencia antisindical
ejercida contra ellas y han discutido públicamente y elaborado agendas para la superación del fenómeno de
violencia antisindical y la reparación colectiva del sindicalismo, logrando incidir en las políticas públicas
relacionadas con el tema. Para ello han realizado dos publicaciones Tirándole libros a las balas sobre violencia
antisindical con maestros afiliados a ADIDA (Asociación de Institutores de Antioquia) y otra denominada Tejiendo
relatos en torno a la violencia antisindical: Un combate contra el olvido que recoge la memoria de 6
organizaciones sindicales en el país, de las cuales dos corresponde a Antioquia (Sintrasema en el municipio d
Amagá y Sutimac en el Municipio de Puerto Nare)","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Resistencias no violentas
999,CAQUETA,Cartagena del Chairá,"Construcción de escenarios locales de
reintegración social, productiva, cultural
y ciudadana con reconstrucción de la
memoria y pedagogía para la paz con
las víctimas del conflicto en la región del
Caquetá, zona Bajo Caguán - Las
Camelias","Comité de Cacaoteros de Remolino
del Caguán y Suncillas, Chocaguán
y Federación Fedeganca",99== otros,"Es una IMH nacida en el marco de la reconversión ganadera y el Foro regional de paz, como espacio de reflexión
sobre la necesidad de unir esfuerzos en pro de la construcción de la memoria histórica, esto con el fin de no perder
los elementos que se encuentran en las historias y vida de los adultos mayores de la región.",31== Derecho a la paz,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Transformaciones para la paz
999,INTERNACIONAL,999,"Construcción de Paz y Memoria del
Exilio en América Latina y el Caribe","Red de Victimas Colombianas por
la Paz en Latinoamérica y el Caribe
(REVICPAZ-LAC)",99== otros,"Solicitud recibida por el equipo de investigación durante el proceso investigativo del proyecto Memorias del Exilio
en Ecuador, Panamá y Venezuela. Esta solicitud también fue elevada por la organización al equipo de Estrategia
de Participación de Vícitmas, cuando llevó a cabo los Encuentros Internacionales de Exilio en Barcelona y Bogotá
en el año 2017.","8== Derecho a no ser sometido a arresto arbitrario, detención, o exilio",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Resistencias no violentas
999,SANTAFE DE BOGOTA D.C,Bogotá,Contravía,Fundación Contravía,99== otros,"Contravía es una iniciativa de construcción de memoria histórica y defensa de los derechos humanos centrada en
la investigación en terreno, de la mano con las comunidades y sus organizaciones, para la publicación de
materiales audiovisuales que denuncien atropellos a las comunidades, a partir de la construcción de historias que
dan cuenta de los efectos de conflicto, no solo a nivel comunitario sino también individual. Se trata de construir
herramientas para generar conciencia en el país, visibilidad a los casos y recuperación de elementos comunitarios
e individuales afectados por el conflicto, muchos de ellos centrados en la reivindicación de las personas y sus
comunidades.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Resistencias no violentas
999,CESAR,Aguachica,Corporación Artística Phersulogía,Corporación Artística Phersulogía,26 == Personal instituciones educativas ,"Phersulogía es una compañía de teatro que, a partir del acompañamiento anual a las acciones que las víctimas
realizan en Aguachica Cesar los 20 de julio, ha creado los siguientes performances utilizando técnicas del teatro
del oprimido:
-Memoria sin Justicia: Una actriz recorre el lugar de las víctimas con una balanza y avanza por la calle con ella a
cuestas; durante el trayecto las víctimas o transeúntes ponen objetos y piedras con los nombres de los
desaparecidos y falsos positivos.
-Reencuentro: con la técnica de sombras chinescas aparece una sombra que aduce a los desaparecidos o
víctimas de falsos positivos. Las sombras se desplazan buscando retornar y encontrar sus familiares; mientras
tanto se invita a las víctimas presentes a acercarse a la sombra y hablarle para decir lo que tenían pendiente a su
familiar o amigo.
-Desaparecidos: En un lugar de alta circulación de personas se pegan avisos que dicen Se busca con la foto de
Sergio (director de la Corporación) y los datos de contacto para la persona que lo encuentre. Con la misma
información las actrices interactuan con el grupo escenificando la búsqueda. Durante esta actividad, Sergio, el
desaparecido camina por el espacio esperando que alguien lo reconozca.
-Náufrago: Es una poesía sobre los falsos positivos y las desapariciones forzadas, que se va representando
mientras se lee en voz alta.
Así mismo, los miembros de la Corporación han buscado el financiamiento para publicar el libro-albúm soplando
sueños que le cuenta a los niños y niñas la primera vez que en Colombia se ejerció la consulta popular solicitando
la paz y qué sucedió en Aguachica.",28== Derecho a participar en la vida cultural de la comunidad,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Sonsón,"Costurero tejedoras por la memoria de
Sonsón","Asociación de víctimas por la paz y
la esperanza de Sonsón",31 == Adulto mayor,"El costurero es un espacio de encuentro que permite reflexiones sobre la participación, el fortalecimiento
organizativo, los conceptos de memoria, reparación, reconciliación, no repetición, a través de la elaboración de
piezas artísticas, cargadas de emotividad y sentido, con un lenguaje propio que emerge en cada una de las
tejedoras.
El costurero como espacio de memoria es una apuesta por reconocer y compartir el dolor y la resistencia de los
sobrevivientes y el recuerdo de los ausentes, porque “si la guerra acabó con tantas vidas, la memoria, detendrá
más muertes”. El l grupo se conformó desde 2009, gracias al acompañamiento de la investigadora Isabel González
Arango y de la Universidad de Antioquia, por medio del apoyo del Banco Universitario de Programas y Proyectos
de Extensión –BUPPE–. El proceso de hacer costureros trascurre según las temáticas, trabajan la memoria con
muñecos y muñecas, tejiendo las historias de cada una de las víctimas. El tema de la reconciliación lo han
trabajado a través de una colcha de retazos, construída por todos los participantes.
Hoy son 26 mujeres las que conforman el grupo de Sonsón, quienes se reúnen cada ocho días en diferentes
casas. Recientemente (2014) se ganaron el reconocimiento Antioqueñas de Oro de la Gobernación de Antioquia en
la categoría colectiva.
Han realizado exposiciones itinerantes en diferentes municipios, lo que ha llevado a que la propuesta se extienda a
otros municipios como Argelia en el oriente antioqueño.",2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Transformaciones para la paz
999,SANTANDER,Bucaramanga,Cuadernos de la memoria,"Asociación de Familiares de
Detenidos - Desaparecidos,
ASFADDES Bucaramanga",99== otros,"Esta iniciativa consiste en la elaboración de un cuaderno que se elaborando en el marco de talleres. Este se
decora, se realizan cortas historias de vida sobre la persona desaparecida, se pegan fotografias y se relatan
hechos significativos de la historia de vida de la víctima.","1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Medellín,Cuenta la 13,Colectivo Cuenta la 13,28 == Niños - niñas,"El Colectivo cuenta la 13 es una organización que integra más de 30 niños, niñas y adolescentes de los barrios
Las Independencias, El Salado y 20 de julio de la comuna 13 de Medellín. Su propósito es brindar herramientas a
los NNA, a fin de que éstos puedan construir expresiones y acciones de memoria histórica, partiendo de su propia
percepción y optica.
Desde el año 2009, el Colectivo ha contado con el respaldo y acompañamiento de la Asociacion de Periodistas de
la Universidad de Antioquia y el Banco Universitario de Programas y Proyectos de Extensión, Buppe, de la
Vicerrectoría de Extensión de la Universidad de Antioquia. Ha consolidado expresiones como la una emisora radial
y virtual que permite a los niños narrar su óptica sobre la violencia y la victimización de la cual algunos de ellos han
sido objeto.
Luego de participar en un concurso local con el tema de Narrativas digitales para territorios en conflicto armado
en 2009, nace www.cuentala13.org como medio de comunicación independiente donde pudieran hacerse públicos
los relatos construídos desde las narrativas del dolor y otros producidos desde la cultura, gracias a herramientas
narrativas digitales como la fotografía, el texto, el video, el sonido y las redes sociales.
También se han desarrollado murales, producciones audiovisuales con narraciones y puestas en escena que
relatan la crudeza del conflicto en la comuna 13 de Medellín, así como montajes teatrales y otras expresiones
artísticas que permiten a los niños narrar y mantener la memoria de la violencia como una ruta para reparar,
generar espacios de reconciliación y movilización social frente al conflicto.",18== Derecho a la libertad de opinión y expresión ,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Transformaciones para la paz
999,HUILA,Neiva,"Culturas de Paz en tiempos violentos,
Mujeres que cuentan y reconstruyen
memorias","Corporación Casa de la Memoria
Quipu Huasi",30 == Mujeres,"Culturas de Paz en tiempos violentos, Mujeres que cuentan y reconstruyen memorias es una exposición itinerante
que muestra la creación artística de mujeres víctimas de la violencia que buscan reconstruir memoria y sanar las
heridas de la guerra a través del arte. Es proyecto de investigación social, artística y cultural que busca contar y
reconstruir la memoria. Trabajaron con 25 mujeres víctimas del conflicto, la mayoría de ellas de violencia sexual.
La exposición cuenta con más de 50 piezas entre dibujos, fotografías, colchas y producción audiovisual. En julio de
2015 se presentó en el Museo de Arte Contemporáneo de Neiva y en septiembre de ese año estuvo en tres
ciudades de Europa: Lund, Estocolmo y Västerås.
Desde la Casa de la Memoria pretenden continuar llevando la exposición a distintos lugares tanto en el ámbito
nacional como internacional y hacer una investigación sobre el tema de las mujeres en el marco del conflicto.","1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,CHOCO,Bagadó,Dachi Chiuu (nuestra lucha),"Abauda Andagueda, cabildo mayor
de la zona 2.",49== Indígenas,"Crear un compilado musical de canciones referentes a la historia del conflicto armado en el Alto Andagueda, con
videoclips. En estos años hemos encontrado agrupaciones que narran a través de sus cantos y en su propia
lengua historias desde la conquista (por ejemplo una canción que cuenta como los embera llegaron a vivir a las
cabeceras del río Andagueda huyendo de la fiebre del español que buscaba el dorado chocoano) y otras de
historias recientes (una canción que el compositor cuenta el asesinato de su padre en manos de la policía). El
colectivo Abauda Andagueda que significa Unidos por el Andagueda, pretende aunar esfuerzos para apoyar las
iniciativas locales y poder pasar del asistencialismo o la adaptación a la oferta institucional. A, la construcción
colectiva. Para esto necesitamos de su apoyo para viajar al resguardo, trabajar con las agrupaciones y construir
los contenidos que lleven a materializar este trabajo en un DVD",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,CALDAS,Samaná,"De los tiempos de la guerra y de cómo
mantuvimos la esperanza","Organización de víctimas de
Samaná, RENACER y FUNDECOS",28 == Niños - niñas,"Tejido de la memoria es una tela de aproximadamente 15 metros de largo, pintada y tejida desde el 2013 con más
de cien nombres de víctimas por homicidio y desaparición forzada de Samaná y pinturas de sus familiares, el cual
se ha convertido en símbolo de la asociación de víctimas RENACER, con el apoyo de FUNDECOS. Renacer ha
desarrollado una serie de talleres sobre el tema de memoria. En el encuentro de autocuidado el 5 y 6 de
septiembre de 2012, con las terapeutas Norma Bernal e Hilda Coronado, se beneficiaron 80 personas. En un
proceso de recuperación emocional, cada persona pintó sus manos en una tela y escribió el nombre de sus
familiares víctimas. El 12 de abril de 2013, 94 personas (adultos, niños y niñas) compartieron historias de sus
víctimas y tejieron telas pintadas del encuentro autocuidado de 2012. Se construyó un Tejido Humano que
representa y recoge la memoria de sus familiares asesinados o desaparecidos, dando origen a una colcha de
retazos.
Además de esta IMH, Renacer ha participado en:
- Marcha y exposición de la memoria: (con prendas de vestir de las víctimas);
- Romería: en memoria al Padre Arley Arias García asesinado junto a dos jóvenes de 16 y 21 años a 3 kilómetros
de Samaná el 19 de enero de 2002 por paramilitares de Ramón Isaza. Sobre una gran roca pintada de blanco
aledaña a una cascada y al costado de una carretera rural, se construyeron 3 cruces y se consignaron sus
nombres y fecha de homicidio, se instituyó una romería y la celebración eucarística que se efectuará cada año con
el padre Obdulio Arias García, hermano del Padre Arley, misionero quien se desplazará anualmente desde su
misión en el Amazonas. En la primera celebración eucarística del 19 de enero del 2015 se bendijo este lugar y se
recordó el martirio y triple asesinato, con la asistencia de alrededor de 200 personas.
- Galería de la Memoria: consistente en fotografías ampliadas al mismo tamaño y marcadas a 20 x 25 cms. con
nombres, apellidos, fecha de nacimiento y fecha del hecho victimizante (homicidio o desaparición), de cada
persona. Se cuenta con 15 fotos listas y se espera llegar a 50 en tanto los recursos lo vayan permitiendo.
- Haciendo memoria en familia: cuaderno de 60 hojas en las que se invita a la gente a que escriba detalles como el
nombre de la familia, de las víctimas de la misma, detalles de su vida, de cómo ocurrió el hecho victimizante (en
particular homicidio y desaparición), lo que pasó luego con la familia u otros mensajes, dibujos, fotos, poemas o
textos que quieran compartir.",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Transformaciones para la paz
999,BOLIVAR,Morales,Defendiendo la Teta,"Corporacion servicios profesionales
comunitarios, Sembrar",43== Víctimas de la violencia y familiares,"Defendiendo La Teta. memorias de un proceso de resistencia y dignidad - Sur de Bolívar es un proceso de
investigaciòn participativa, que privilegia la voz de las comunidades y en este caso de las comunidades
organizadas en la Federación agrominera del Sur de Bolívar, en una primera fase defendiendo la Teta, se centro en
reconstruir la memoria a partir de testimonios, de los proceso de organización social y mecanismos de despojo
presentes en esta región, reconociendo las practicas de terrorismo estatales de las cuales la comunidades han
sido víctimas. en el marco del proceso investigativo se han identificado varios núcleos temáticos con los cuales el
proceso seguirá la ruta de Investigacion.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Resistencias no violentas
999,META,Granada,Del dolor a la esperanza: una aproximación a la memoria histórica de los municipios de Puerto Rico y El Castillo,"Corporación para el desarrollo y la paz del piedemonte llanero, CORDEPAZ",47== fundaciones sociales,"La acción consiste en un ejercicio participativo de documentación en torno a la necesidad e importancia de reconstruir memoria histórica dentro de los procesos de reparación integral a víctimas del conflicto armado, frente a lo cual se hace énfasis en el impulso a procesos comunitarios, centrados en la sensibilización y generación de capacidades para este fin",31== Derecho a la paz,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Transformaciones para la paz
999,CAUCA,Popayán,Des-cubriendo territorrios,"Fundación Territorios por vida digna
y MOVICE Cauca",99== otros,"La iniciativa hace fundamentalmente investigación, cuenta con archivo y con una Galería de la Memoria que
exponen en fechas especiales o para acompañar conmemoraciones.
Se realiza en… la elaboran con fotografías de… Recuerda que esto lo leen personas que no tienen idea de la IMH,
empezando por el chico de comunicaciones cuya única fuente es este registro.",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,CESAR,Pailitas,Desplazamient o,Corina Quintero Payares,43== Víctimas de la violencia y familiares,"Objetivo: Visibilizar las distintas afectaciones del conflicto armado, en especial el desplazamiento forzado.También se busca hacer un llamado al  Estado pidiendo ayuda y apoyo a esta población | Descripción: Copla alusiva al desplazamiento, que describe tanto pérdidas humanas como materiales por culpa del conflicto armado.",12== Derecho a la libre circulación y elección de residencia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Resistencias no violentas
999,CESAR, Becerril,Despojos de tierras,"FUNDEVISUR -
Sifredi Culman Vargas",33== Campesinos,"Objetivo: Hacer visible las afectaciones generadas por el conflicto armado en la vereda, a partir de la verdad de la comunidad. | Descripción: El documental narra la violencia sistematica a la cual ha estado sujeta la población de la vereda Santa Fé, así como la revictimización sufrida por parte de la Fuerza Pública.
Por otro lado, el vídeo mustra la lucha por la restitución de sus tierras que en un dado momento, fueron obligados a vender a la fuerza por presión de los grupos paramilitares y, que hoy en día son utilizadas por las empresas de explotación de carbón, que se niegan a entregarles las tierras.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Transformaciones para la paz
999,PUTUMAYO,Sibundoy,Día Grande del Perdón y la Reconciliación.,Pueblo Inga y Kametzá,49== Indígenas,"celebración ancestral que busca promover la reconciliación y el perdón de las familias, como centro y núcleo, de la comunidad Inga - Kamentzá del Valle de Sibundoy, como parte del inicio del final e inicio del año indígena. Fue declarada de Patrimonio Cultural de la Nación.","1 == Derecho a la libertad y la igualdad sin distinción de raza, color, sexo, idioma, religión, opinión política u otra, origen nacional o social, propiedad, nacimiento o cualquier otro estado",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Resistencias no violentas
